"s0","n0","nparts","nunique","max_draws","log_nparts","log_nunique"
3,348,"10092",3920,5000,9.21949830976095,8.27384693278451
4,348,"295191",4966,5000,12.5953778834388,8.51036996606811
5,348,"5239163",4996,5000,15.4716723107142,8.51639287124547
6,348,"62953214",4999,5000,17.9579023735453,8.51699317141357
8,348,"3698449836",5000,5000,22.0311796055637,8.51719319141624
10,348,"87639405628",5000,5000,25.196496569679,8.51719319141624
13,348,"2992725849744",5000,5000,28.7272057434585,8.51719319141624
16,348,"36134209335192",5000,5000,31.218261159566,8.51719319141624
21,348,"506775131765502",5000,5000,33.8590884940428,8.51719319141624
26,348,"2184504591452520",5000,5000,35.3201654661501,8.51719319141624
34,348,"5993893171616572",5000,5000,36.3295175410932,8.51719319141624
4,446,"620231",4980,5000,13.3378472682755,8.5131851700187
6,446,"214683401",5000,5000,19.1846749473311,8.51719319141624
10,446,"745734660665",5000,5000,27.3376356911254,8.51719319141624
16,446,"996003889112587",5000,5000,34.534772278237,8.51719319141624
26,446,"239943942990932642",5000,5000,40.0191817200996,8.51719319141624
2,573,"286",286,5000,5.65599181081985,5.65599181081985
3,573,"27361",4580,5000,10.2168739207762,8.42945427710823
4,573,"1313280",4993,5000,14.0880383826444,8.51579221050061
5,573,"38084904",4999,5000,17.4553285411084,8.51699317141357
6,573,"743271007",5000,5000,20.4265712831498,8.51719319141624
8,573,"112531090800",5000,5000,25.4464953830764,8.51719319141624
10,573,"6607141311136",5000,5000,29.5191721968414,8.51719319141624
13,573,"804280218277490",5000,5000,34.3209688545809,8.51719319141624
16,573,"30652968912451911",5000,5000,37.9615059176084,8.51719319141624
21,573,"2202650354854777124",5000,5000,42.2361930159324,8.51719319141624
26,573,"34919036063627620072",5000,5000,44.9995638003488,8.51719319141624
34,573,"437921933632810045958",5000,5000,47.5285723346687,8.51719319141624
4,736,"2779954",4994,5000,14.8379449387673,8.51599247083972
6,736,"2576627439",5000,5000,21.6697471865703,8.51719319141624
10,736,"59338890244082",5000,5000,31.7142860289662,8.51719319141624
16,736,"1003684021002305884",5000,5000,41.4502089255104,8.51719319141624
26,736,"6257874581752721663906",5000,5000,50.1881275566541,8.51719319141624
2,944,"472",472,5000,6.15697898558556,6.15697898558556
3,944,"74261",4850,5000,11.2153411938402,8.48673398393153
4,944,"5860457",4997,5000,15.5837381448605,8.51659301134421
5,944,"278661282",5000,5000,19.4455075592277,8.51719319141624
6,944,"8884569359",5000,5000,22.907581829061,8.51719319141624
8,944,"3537668987523",5000,5000,28.8944891480815,8.51719319141624
10,944,"532690337273894",5000,5000,33.9089613905353,8.51719319141624
13,944,"250839977618562207",5000,5000,40.0635915913595,8.51719319141624
16,944,"33965005191995737369",5000,5000,44.9718624093992,8.51719319141624
21,944,"16310382426961699662265",5000,5000,51.1460888166249,8.51719319141624
26,944,"1310403213488300599415533",5000,5000,55.5323771182665,8.51719319141624
34,944,"128887351087602611893180319",5000,5000,60.1209810073332,8.51719319141624
4,1212,"12394215",4998,5000,16.3327403894572,8.5167931113949
6,1212,"30833625711",5000,5000,24.1518716752706,8.51719319141624
10,1212,"4871905538019806",5000,5000,36.1222615363823,8.51719319141624
16,1212,"1217658284385665025816",5000,5000,48.5512165281083,8.51719319141624
26,1212,"329345024760214477464935338",5000,5000,61.0591481405908,8.51719319141624
2,1557,"778",778,5000,6.65672652417839,6.65672652417839
3,1557,"202021",4941,5000,12.2161269313759,8.50532301884575
4,1557,"26262600",4999,5000,17.0836564318388,8.51699317141357
5,1557,"2053733669",5000,5000,21.4429252754886,8.51719319141624
6,1557,"107444126725",5000,5000,25.4002367980012,8.51719319141624
8,1557,"114148122156020",5000,5000,32.368518038099,8.51719319141624
10,1557,"45139377082952497",5000,5000,38.3485313665361,8.51719319141624
13,1557,"87043152317061317076",5000,5000,45.9129356732226,8.51719319141624
16,1557,"45606244495740266405643",5000,5000,52.1743316007158,8.51719319141624
21,1557,"179780255946699481042306580",5000,5000,60.4537775366675,8.51719319141624
26,1557,"96203441332446087584764046740",5000,5000,66.7362626405576,8.51719319141624
34,1557,"125257609294079476146757114760530",5000,5000,73.9079252807879,8.51719319141624
4,1999,"55555389",5000,5000,17.8328910810458,8.51719319141624
6,1999,"373615409821",5000,5000,26.6464927892947,8.51719319141624
10,1999,"418537721802553937",5000,5000,40.5755434165072,8.51719319141624
16,1999,"1741862223825152473425922",5000,5000,55.8169970163588,8.51719319141624
26,1999,"31081435712168748998969423813041",5000,5000,72.5141635083391,8.51719319141624
2,2566,"1283",1252,5000,7.15695636461564,7.13249755166004
3,2566,"548696",4978,5000,13.2152998330624,8.51278348292754
4,2566,"117466740",5000,5000,18.5816657876486,8.51719319141624
5,2566,"15112070849",5000,5000,23.4387596553956,8.51719319141624
6,2566,"1298880859531",5000,5000,27.8925241323445,8.51719319141624
8,2566,"3703791971442406",5000,5000,35.8481335468999,8.51719319141624
10,2566,"3892915448226241238",5000,5000,42.8056900233606,8.51719319141624
13,2566,"31751600493314422907776",5000,5000,51.8122300861814,8.51719319141624
16,2566,"67857180543589486571168643",5000,5000,59.4794474422155,8.51719319141624
21,2566,"2521031043357921991194744262973",5000,5000,70.0022207518577,8.51719319141624
26,2566,"10985941385098545208399886778746146",5000,5000,78.3819244682918,8.51719319141624
34,2566,"291595998136158659819247406912425078881",5000,5000,88.5684326240131,8.51719319141624
4,3295,"248655825",5000,5000,19.3315802693537,8.51719319141624
6,3295,"4526097388560",5000,5000,29.1408811804868,8.51719319141624
10,3295,"36461220431509986986",5000,5000,45.0427809157458,8.51719319141624
16,3295,"2705259565220243641540749359",5000,5000,63.1649953761016,8.51719319141624
26,3295,"4228735061085560195083097951917225873",5000,5000,84.33496625619,8.51719319141624
2,4231,"2115",1912,5000,7.65681009148038,7.55590509361135
3,4231,"1491780",4990,5000,14.2154805957905,8.51519118874556
4,4231,"526349475",5000,5000,20.0814759512259,8.51719319141624
5,4231,"111533441362",5000,5000,25.437590305408,8.51719319141624
6,4231,"15776397909002",5000,5000,30.3895361358973,8.51719319141624
8,4231,"121427828090976909",5000,5000,39.3380964737173,8.51719319141624
10,4231,"342426011097576932096",5000,5000,47.2825872822657,8.51719319141624
